ID;NAME;WHERE;ADDING1;ADDING2;ADDING3;ADDING4;ADDING5;ADDING6;ADDING7;ADDING8;ADDING9
2139;beef;;garlic sauce;herb sauce;fried eggplant;;;;;;
2140;beef;;garlic sauce;herb sauce;fried zuccihini;;;;;;
2141;beef;;garlic sauce;herb sauce;fried potatoes;;;;;;
2142;beef;;garlic sauce;herb sauce;hot sauce;;;;;;
2143;beef;;garlic sauce;herb sauce;chili powder;;;;;;
2144;beef;;garlic sauce;herb sauce;onions;;;;;;
2145;beef;;garlic sauce;tomatoes;fried eggplant;;;;;;
2146;beef;;garlic sauce;tomatoes;fried zuccihini;;;;;;
2147;beef;;garlic sauce;tomatoes;fried potatoes;;;;;;
2148;beef;;garlic sauce;tomatoes;hot sauce;;;;;;
2149;beef;;garlic sauce;tomatoes;chili powder;;;;;;
2150;beef;;garlic sauce;tomatoes;onions;;;;;;
2151;beef;;garlic sauce;fried eggplant;fried zuccihini;;;;;;
2152;beef;;garlic sauce;fried eggplant;fried potatoes;;;;;;
2153;beef;;garlic sauce;fried eggplant;hot sauce;;;;;;
2154;beef;;garlic sauce;fried eggplant;chili powder;;;;;;
2155;beef;;garlic sauce;fried eggplant;onions;;;;;;
2156;beef;;garlic sauce;fried zuccihini;fried potatoes;;;;;;
2157;beef;;garlic sauce;fried zuccihini;hot sauce;;;;;;
2158;beef;;garlic sauce;fried zuccihini;chili powder;;;;;;
2159;beef;;garlic sauce;fried zuccihini;onions;;;;;;
2160;beef;;garlic sauce;fried potatoes;hot sauce;;;;;;
2161;beef;;garlic sauce;fried potatoes;chili powder;;;;;;
2162;beef;;garlic sauce;fried potatoes;onions;;;;;;
2163;beef;;garlic sauce;hot sauce;chili powder;;;;;;
2164;beef;;garlic sauce;hot sauce;onions;;;;;;
2165;beef;;garlic sauce;chili powder;onions;;;;;;
2166;beef;;herb sauce;tomatoes;fried eggplant;;;;;;
2167;beef;;herb sauce;tomatoes;fried zuccihini;;;;;;
2168;beef;;herb sauce;tomatoes;fried potatoes;;;;;;
2169;beef;;herb sauce;tomatoes;hot sauce;;;;;;
2170;beef;;herb sauce;tomatoes;chili powder;;;;;;
2171;beef;;herb sauce;tomatoes;onions;;;;;;
2172;beef;;herb sauce;fried eggplant;fried zuccihini;;;;;;
2173;beef;;herb sauce;fried eggplant;fried potatoes;;;;;;
2174;beef;;herb sauce;fried eggplant;hot sauce;;;;;;
2175;beef;;herb sauce;fried eggplant;chili powder;;;;;;
2176;beef;;herb sauce;fried eggplant;onions;;;;;;
2177;beef;;herb sauce;fried zuccihini;fried potatoes;;;;;;
2178;beef;;herb sauce;fried zuccihini;hot sauce;;;;;;
2179;beef;;herb sauce;fried zuccihini;chili powder;;;;;;
2180;beef;;herb sauce;fried zuccihini;onions;;;;;;
2181;beef;;herb sauce;fried potatoes;hot sauce;;;;;;
2182;beef;;herb sauce;fried potatoes;chili powder;;;;;;
2183;beef;;herb sauce;fried potatoes;onions;;;;;;
2184;beef;;herb sauce;hot sauce;chili powder;;;;;;
2185;beef;;herb sauce;hot sauce;onions;;;;;;
2186;beef;;herb sauce;chili powder;onions;;;;;;
2187;beef;;tomatoes;fried eggplant;fried zuccihini;;;;;;
2188;beef;;tomatoes;fried eggplant;fried potatoes;;;;;;
2189;beef;;tomatoes;fried eggplant;hot sauce;;;;;;
2190;beef;;tomatoes;fried eggplant;chili powder;;;;;;
2191;beef;;tomatoes;fried eggplant;onions;;;;;;
2192;beef;;tomatoes;fried zuccihini;fried potatoes;;;;;;
2193;beef;;tomatoes;fried zuccihini;hot sauce;;;;;;
2194;beef;;tomatoes;fried zuccihini;chili powder;;;;;;
2195;beef;;tomatoes;fried zuccihini;onions;;;;;;
2196;beef;;tomatoes;fried potatoes;hot sauce;;;;;;
2197;beef;;tomatoes;fried potatoes;chili powder;;;;;;
2198;beef;;tomatoes;fried potatoes;onions;;;;;;
2199;beef;;tomatoes;hot sauce;chili powder;;;;;;
2200;beef;;tomatoes;hot sauce;onions;;;;;;
2201;beef;;tomatoes;chili powder;onions;;;;;;
2202;beef;;fried eggplant;fried zuccihini;fried potatoes;;;;;;
2203;beef;;fried eggplant;fried zuccihini;hot sauce;;;;;;
2204;beef;;fried eggplant;fried zuccihini;chili powder;;;;;;
2205;beef;;fried eggplant;fried zuccihini;onions;;;;;;
2206;beef;;fried eggplant;fried potatoes;hot sauce;;;;;;
2207;beef;;fried eggplant;fried potatoes;chili powder;;;;;;
2208;beef;;fried eggplant;fried potatoes;onions;;;;;;
2209;beef;;fried eggplant;hot sauce;chili powder;;;;;;
2210;beef;;fried eggplant;hot sauce;onions;;;;;;
2211;beef;;fried eggplant;chili powder;onions;;;;;;
2212;beef;;fried zuccihini;fried potatoes;hot sauce;;;;;;
2213;beef;;fried zuccihini;fried potatoes;chili powder;;;;;;
2214;beef;;fried zuccihini;fried potatoes;onions;;;;;;
2215;beef;;fried zuccihini;hot sauce;chili powder;;;;;;
2216;beef;;fried zuccihini;hot sauce;onions;;;;;;
2217;beef;;fried zuccihini;chili powder;onions;;;;;;
2218;beef;;fried potatoes;hot sauce;chili powder;;;;;;
2219;beef;;fried potatoes;hot sauce;onions;;;;;;
2220;beef;;fried potatoes;chili powder;onions;;;;;;
2221;beef;;hot sauce;chili powder;onions;;;;;;
2222;beef;;cheese;garlic sauce;herb sauce;tomatoes;;;;;
2223;beef;;cheese;garlic sauce;herb sauce;fried eggplant;;;;;
2224;beef;;cheese;garlic sauce;herb sauce;fried zuccihini;;;;;
2225;beef;;cheese;garlic sauce;herb sauce;fried potatoes;;;;;
2226;beef;;cheese;garlic sauce;herb sauce;hot sauce;;;;;
2227;beef;;cheese;garlic sauce;herb sauce;chili powder;;;;;
2228;beef;;cheese;garlic sauce;herb sauce;onions;;;;;
2229;beef;;cheese;garlic sauce;tomatoes;fried eggplant;;;;;
2230;beef;;cheese;garlic sauce;tomatoes;fried zuccihini;;;;;
2231;beef;;cheese;garlic sauce;tomatoes;fried potatoes;;;;;
2232;beef;;cheese;garlic sauce;tomatoes;hot sauce;;;;;
2233;beef;;cheese;garlic sauce;tomatoes;chili powder;;;;;
2234;beef;;cheese;garlic sauce;tomatoes;onions;;;;;
2235;beef;;cheese;garlic sauce;fried eggplant;fried zuccihini;;;;;
2236;beef;;cheese;garlic sauce;fried eggplant;fried potatoes;;;;;
2237;beef;;cheese;garlic sauce;fried eggplant;hot sauce;;;;;
2238;beef;;cheese;garlic sauce;fried eggplant;chili powder;;;;;
2239;beef;;cheese;garlic sauce;fried eggplant;onions;;;;;
2240;beef;;cheese;garlic sauce;fried zuccihini;fried potatoes;;;;;
2241;beef;;cheese;garlic sauce;fried zuccihini;hot sauce;;;;;
2242;beef;;cheese;garlic sauce;fried zuccihini;chili powder;;;;;
2243;beef;;cheese;garlic sauce;fried zuccihini;onions;;;;;
2244;beef;;cheese;garlic sauce;fried potatoes;hot sauce;;;;;
2245;beef;;cheese;garlic sauce;fried potatoes;chili powder;;;;;
2246;beef;;cheese;garlic sauce;fried potatoes;onions;;;;;
2247;beef;;cheese;garlic sauce;hot sauce;chili powder;;;;;
2248;beef;;cheese;garlic sauce;hot sauce;onions;;;;;
2249;beef;;cheese;garlic sauce;chili powder;onions;;;;;
2250;beef;;cheese;herb sauce;tomatoes;fried eggplant;;;;;
2251;beef;;cheese;herb sauce;tomatoes;fried zuccihini;;;;;
2252;beef;;cheese;herb sauce;tomatoes;fried potatoes;;;;;
2253;beef;;cheese;herb sauce;tomatoes;hot sauce;;;;;
2254;beef;;cheese;herb sauce;tomatoes;chili powder;;;;;
2255;beef;;cheese;herb sauce;tomatoes;onions;;;;;
2256;beef;;cheese;herb sauce;fried eggplant;fried zuccihini;;;;;
2257;beef;;cheese;herb sauce;fried eggplant;fried potatoes;;;;;
2258;beef;;cheese;herb sauce;fried eggplant;hot sauce;;;;;
2259;beef;;cheese;herb sauce;fried eggplant;chili powder;;;;;
2260;beef;;cheese;herb sauce;fried eggplant;onions;;;;;
2261;beef;;cheese;herb sauce;fried zuccihini;fried potatoes;;;;;
2262;beef;;cheese;herb sauce;fried zuccihini;hot sauce;;;;;
2263;beef;;cheese;herb sauce;fried zuccihini;chili powder;;;;;
2264;beef;;cheese;herb sauce;fried zuccihini;onions;;;;;
2265;beef;;cheese;herb sauce;fried potatoes;hot sauce;;;;;
2266;beef;;cheese;herb sauce;fried potatoes;chili powder;;;;;
2267;beef;;cheese;herb sauce;fried potatoes;onions;;;;;
2268;beef;;cheese;herb sauce;hot sauce;chili powder;;;;;
2269;beef;;cheese;herb sauce;hot sauce;onions;;;;;
2270;beef;;cheese;herb sauce;chili powder;onions;;;;;
2271;beef;;cheese;tomatoes;fried eggplant;fried zuccihini;;;;;
2272;beef;;cheese;tomatoes;fried eggplant;fried potatoes;;;;;
2273;beef;;cheese;tomatoes;fried eggplant;hot sauce;;;;;
2274;beef;;cheese;tomatoes;fried eggplant;chili powder;;;;;
2275;beef;;cheese;tomatoes;fried eggplant;onions;;;;;
2276;beef;;cheese;tomatoes;fried zuccihini;fried potatoes;;;;;
2277;beef;;cheese;tomatoes;fried zuccihini;hot sauce;;;;;
2278;beef;;cheese;tomatoes;fried zuccihini;chili powder;;;;;
2279;beef;;cheese;tomatoes;fried zuccihini;onions;;;;;
2280;beef;;cheese;tomatoes;fried potatoes;hot sauce;;;;;
2281;beef;;cheese;tomatoes;fried potatoes;chili powder;;;;;
2282;beef;;cheese;tomatoes;fried potatoes;onions;;;;;
2283;beef;;cheese;tomatoes;hot sauce;chili powder;;;;;
2284;beef;;cheese;tomatoes;hot sauce;onions;;;;;
2285;beef;;cheese;tomatoes;chili powder;onions;;;;;
2286;beef;;cheese;fried eggplant;fried zuccihini;fried potatoes;;;;;
2287;beef;;cheese;fried eggplant;fried zuccihini;hot sauce;;;;;
2288;beef;;cheese;fried eggplant;fried zuccihini;chili powder;;;;;
2289;beef;;cheese;fried eggplant;fried zuccihini;onions;;;;;
2290;beef;;cheese;fried eggplant;fried potatoes;hot sauce;;;;;
2291;beef;;cheese;fried eggplant;fried potatoes;chili powder;;;;;
2292;beef;;cheese;fried eggplant;fried potatoes;onions;;;;;
2293;beef;;cheese;fried eggplant;hot sauce;chili powder;;;;;
2294;beef;;cheese;fried eggplant;hot sauce;onions;;;;;
2295;beef;;cheese;fried eggplant;chili powder;onions;;;;;
2296;beef;;cheese;fried zuccihini;fried potatoes;hot sauce;;;;;
2297;beef;;cheese;fried zuccihini;fried potatoes;chili powder;;;;;
2298;beef;;cheese;fried zuccihini;fried potatoes;onions;;;;;
2299;beef;;cheese;fried zuccihini;hot sauce;chili powder;;;;;
2300;beef;;cheese;fried zuccihini;hot sauce;onions;;;;;
2301;beef;;cheese;fried zuccihini;chili powder;onions;;;;;
2302;beef;;cheese;fried potatoes;hot sauce;chili powder;;;;;
2303;beef;;cheese;fried potatoes;hot sauce;onions;;;;;
2304;beef;;cheese;fried potatoes;chili powder;onions;;;;;
2305;beef;;cheese;hot sauce;chili powder;onions;;;;;
2306;beef;;garlic sauce;herb sauce;tomatoes;fried eggplant;;;;;
2307;beef;;garlic sauce;herb sauce;tomatoes;fried zuccihini;;;;;
2308;beef;;garlic sauce;herb sauce;tomatoes;fried potatoes;;;;;
2309;beef;;garlic sauce;herb sauce;tomatoes;hot sauce;;;;;
2310;beef;;garlic sauce;herb sauce;tomatoes;chili powder;;;;;
2311;beef;;garlic sauce;herb sauce;tomatoes;onions;;;;;
2312;beef;;garlic sauce;herb sauce;fried eggplant;fried zuccihini;;;;;
2313;beef;;garlic sauce;herb sauce;fried eggplant;fried potatoes;;;;;
2314;beef;;garlic sauce;herb sauce;fried eggplant;hot sauce;;;;;
2315;beef;;garlic sauce;herb sauce;fried eggplant;chili powder;;;;;
2316;beef;;garlic sauce;herb sauce;fried eggplant;onions;;;;;
2317;beef;;garlic sauce;herb sauce;fried zuccihini;fried potatoes;;;;;
2318;beef;;garlic sauce;herb sauce;fried zuccihini;hot sauce;;;;;
2319;beef;;garlic sauce;herb sauce;fried zuccihini;chili powder;;;;;
2320;beef;;garlic sauce;herb sauce;fried zuccihini;onions;;;;;
2321;beef;;garlic sauce;herb sauce;fried potatoes;hot sauce;;;;;
2322;beef;;garlic sauce;herb sauce;fried potatoes;chili powder;;;;;
2323;beef;;garlic sauce;herb sauce;fried potatoes;onions;;;;;
2324;beef;;garlic sauce;herb sauce;hot sauce;chili powder;;;;;
2325;beef;;garlic sauce;herb sauce;hot sauce;onions;;;;;
2326;beef;;garlic sauce;herb sauce;chili powder;onions;;;;;
2327;beef;;garlic sauce;tomatoes;fried eggplant;fried zuccihini;;;;;
2328;beef;;garlic sauce;tomatoes;fried eggplant;fried potatoes;;;;;
2329;beef;;garlic sauce;tomatoes;fried eggplant;hot sauce;;;;;
2330;beef;;garlic sauce;tomatoes;fried eggplant;chili powder;;;;;
2331;beef;;garlic sauce;tomatoes;fried eggplant;onions;;;;;
2332;beef;;garlic sauce;tomatoes;fried zuccihini;fried potatoes;;;;;
2333;beef;;garlic sauce;tomatoes;fried zuccihini;hot sauce;;;;;
2334;beef;;garlic sauce;tomatoes;fried zuccihini;chili powder;;;;;
2335;beef;;garlic sauce;tomatoes;fried zuccihini;onions;;;;;
2336;beef;;garlic sauce;tomatoes;fried potatoes;hot sauce;;;;;
2337;beef;;garlic sauce;tomatoes;fried potatoes;chili powder;;;;;
2338;beef;;garlic sauce;tomatoes;fried potatoes;onions;;;;;
2339;beef;;garlic sauce;tomatoes;hot sauce;chili powder;;;;;
2340;beef;;garlic sauce;tomatoes;hot sauce;onions;;;;;
2341;beef;;garlic sauce;tomatoes;chili powder;onions;;;;;
2342;beef;;garlic sauce;fried eggplant;fried zuccihini;fried potatoes;;;;;
2343;beef;;garlic sauce;fried eggplant;fried zuccihini;hot sauce;;;;;
2344;beef;;garlic sauce;fried eggplant;fried zuccihini;chili powder;;;;;
2345;beef;;garlic sauce;fried eggplant;fried zuccihini;onions;;;;;
2346;beef;;garlic sauce;fried eggplant;fried potatoes;hot sauce;;;;;
2347;beef;;garlic sauce;fried eggplant;fried potatoes;chili powder;;;;;
2348;beef;;garlic sauce;fried eggplant;fried potatoes;onions;;;;;
2349;beef;;garlic sauce;fried eggplant;hot sauce;chili powder;;;;;
2350;beef;;garlic sauce;fried eggplant;hot sauce;onions;;;;;
2351;beef;;garlic sauce;fried eggplant;chili powder;onions;;;;;
2352;beef;;garlic sauce;fried zuccihini;fried potatoes;hot sauce;;;;;
2353;beef;;garlic sauce;fried zuccihini;fried potatoes;chili powder;;;;;
2354;beef;;garlic sauce;fried zuccihini;fried potatoes;onions;;;;;
2355;beef;;garlic sauce;fried zuccihini;hot sauce;chili powder;;;;;
2356;beef;;garlic sauce;fried zuccihini;hot sauce;onions;;;;;
2357;beef;;garlic sauce;fried zuccihini;chili powder;onions;;;;;
2358;beef;;garlic sauce;fried potatoes;hot sauce;chili powder;;;;;
2359;beef;;garlic sauce;fried potatoes;hot sauce;onions;;;;;
2360;beef;;garlic sauce;fried potatoes;chili powder;onions;;;;;
2361;beef;;garlic sauce;hot sauce;chili powder;onions;;;;;
2362;beef;;herb sauce;tomatoes;fried eggplant;fried zuccihini;;;;;
2363;beef;;herb sauce;tomatoes;fried eggplant;fried potatoes;;;;;
2364;beef;;herb sauce;tomatoes;fried eggplant;hot sauce;;;;;
2365;beef;;herb sauce;tomatoes;fried eggplant;chili powder;;;;;
2366;beef;;herb sauce;tomatoes;fried eggplant;onions;;;;;
2367;beef;;herb sauce;tomatoes;fried zuccihini;fried potatoes;;;;;
2368;beef;;herb sauce;tomatoes;fried zuccihini;hot sauce;;;;;
2369;beef;;herb sauce;tomatoes;fried zuccihini;chili powder;;;;;
2370;beef;;herb sauce;tomatoes;fried zuccihini;onions;;;;;
2371;beef;;herb sauce;tomatoes;fried potatoes;hot sauce;;;;;
2372;beef;;herb sauce;tomatoes;fried potatoes;chili powder;;;;;
2373;beef;;herb sauce;tomatoes;fried potatoes;onions;;;;;
2374;beef;;herb sauce;tomatoes;hot sauce;chili powder;;;;;
2375;beef;;herb sauce;tomatoes;hot sauce;onions;;;;;
2376;beef;;herb sauce;tomatoes;chili powder;onions;;;;;
2377;beef;;herb sauce;fried eggplant;fried zuccihini;fried potatoes;;;;;
2378;beef;;herb sauce;fried eggplant;fried zuccihini;hot sauce;;;;;
2379;beef;;herb sauce;fried eggplant;fried zuccihini;chili powder;;;;;
2380;beef;;herb sauce;fried eggplant;fried zuccihini;onions;;;;;
2381;beef;;herb sauce;fried eggplant;fried potatoes;hot sauce;;;;;
2382;beef;;herb sauce;fried eggplant;fried potatoes;chili powder;;;;;
2383;beef;;herb sauce;fried eggplant;fried potatoes;onions;;;;;
2384;beef;;herb sauce;fried eggplant;hot sauce;chili powder;;;;;
2385;beef;;herb sauce;fried eggplant;hot sauce;onions;;;;;
2386;beef;;herb sauce;fried eggplant;chili powder;onions;;;;;
2387;beef;;herb sauce;fried zuccihini;fried potatoes;hot sauce;;;;;
2388;beef;;herb sauce;fried zuccihini;fried potatoes;chili powder;;;;;
2389;beef;;herb sauce;fried zuccihini;fried potatoes;onions;;;;;
2390;beef;;herb sauce;fried zuccihini;hot sauce;chili powder;;;;;
2391;beef;;herb sauce;fried zuccihini;hot sauce;onions;;;;;
2392;beef;;herb sauce;fried zuccihini;chili powder;onions;;;;;
2393;beef;;herb sauce;fried potatoes;hot sauce;chili powder;;;;;
2394;beef;;herb sauce;fried potatoes;hot sauce;onions;;;;;
2395;beef;;herb sauce;fried potatoes;chili powder;onions;;;;;
2396;beef;;herb sauce;hot sauce;chili powder;onions;;;;;
2397;beef;;tomatoes;fried eggplant;fried zuccihini;fried potatoes;;;;;
2398;beef;;tomatoes;fried eggplant;fried zuccihini;hot sauce;;;;;
2399;beef;;tomatoes;fried eggplant;fried zuccihini;chili powder;;;;;
2400;beef;;tomatoes;fried eggplant;fried zuccihini;onions;;;;;
2401;beef;;tomatoes;fried eggplant;fried potatoes;hot sauce;;;;;
2402;beef;;tomatoes;fried eggplant;fried potatoes;chili powder;;;;;
2403;beef;;tomatoes;fried eggplant;fried potatoes;onions;;;;;
2404;beef;;tomatoes;fried eggplant;hot sauce;chili powder;;;;;
2405;beef;;tomatoes;fried eggplant;hot sauce;onions;;;;;
2406;beef;;tomatoes;fried eggplant;chili powder;onions;;;;;
2407;beef;;tomatoes;fried zuccihini;fried potatoes;hot sauce;;;;;
2408;beef;;tomatoes;fried zuccihini;fried potatoes;chili powder;;;;;
2409;beef;;tomatoes;fried zuccihini;fried potatoes;onions;;;;;
2410;beef;;tomatoes;fried zuccihini;hot sauce;chili powder;;;;;
2411;beef;;tomatoes;fried zuccihini;hot sauce;onions;;;;;
2412;beef;;tomatoes;fried zuccihini;chili powder;onions;;;;;
2413;beef;;tomatoes;fried potatoes;hot sauce;chili powder;;;;;
2414;beef;;tomatoes;fried potatoes;hot sauce;onions;;;;;
2415;beef;;tomatoes;fried potatoes;chili powder;onions;;;;;
2416;beef;;tomatoes;hot sauce;chili powder;onions;;;;;
2417;beef;;fried eggplant;fried zuccihini;fried potatoes;hot sauce;;;;;
2418;beef;;fried eggplant;fried zuccihini;fried potatoes;chili powder;;;;;
2419;beef;;fried eggplant;fried zuccihini;fried potatoes;onions;;;;;
2420;beef;;fried eggplant;fried zuccihini;hot sauce;chili powder;;;;;
2421;beef;;fried eggplant;fried zuccihini;hot sauce;onions;;;;;
2422;beef;;fried eggplant;fried zuccihini;chili powder;onions;;;;;
2423;beef;;fried eggplant;fried potatoes;hot sauce;chili powder;;;;;
2424;beef;;fried eggplant;fried potatoes;hot sauce;onions;;;;;
2425;beef;;fried eggplant;fried potatoes;chili powder;onions;;;;;
2426;beef;;fried eggplant;hot sauce;chili powder;onions;;;;;
2427;beef;;fried zuccihini;fried potatoes;hot sauce;chili powder;;;;;
2428;beef;;fried zuccihini;fried potatoes;hot sauce;onions;;;;;
2429;beef;;fried zuccihini;fried potatoes;chili powder;onions;;;;;
2430;beef;;fried zuccihini;hot sauce;chili powder;onions;;;;;
2431;beef;;fried potatoes;hot sauce;chili powder;onions;;;;;
2432;beef;;cheese;garlic sauce;herb sauce;tomatoes;fried eggplant;;;;
2433;beef;;cheese;garlic sauce;herb sauce;tomatoes;fried zuccihini;;;;
2434;beef;;cheese;garlic sauce;herb sauce;tomatoes;fried potatoes;;;;
2435;beef;;cheese;garlic sauce;herb sauce;tomatoes;hot sauce;;;;
2436;beef;;cheese;garlic sauce;herb sauce;tomatoes;chili powder;;;;
2437;beef;;cheese;garlic sauce;herb sauce;tomatoes;onions;;;;
2438;beef;;cheese;garlic sauce;herb sauce;fried eggplant;fried zuccihini;;;;
2439;beef;;cheese;garlic sauce;herb sauce;fried eggplant;fried potatoes;;;;
2440;beef;;cheese;garlic sauce;herb sauce;fried eggplant;hot sauce;;;;
2441;beef;;cheese;garlic sauce;herb sauce;fried eggplant;chili powder;;;;
2442;beef;;cheese;garlic sauce;herb sauce;fried eggplant;onions;;;;
2443;beef;;cheese;garlic sauce;herb sauce;fried zuccihini;fried potatoes;;;;
2444;beef;;cheese;garlic sauce;herb sauce;fried zuccihini;hot sauce;;;;
2445;beef;;cheese;garlic sauce;herb sauce;fried zuccihini;chili powder;;;;
2446;beef;;cheese;garlic sauce;herb sauce;fried zuccihini;onions;;;;
2447;beef;;cheese;garlic sauce;herb sauce;fried potatoes;hot sauce;;;;
2448;beef;;cheese;garlic sauce;herb sauce;fried potatoes;chili powder;;;;
2449;beef;;cheese;garlic sauce;herb sauce;fried potatoes;onions;;;;
2450;beef;;cheese;garlic sauce;herb sauce;hot sauce;chili powder;;;;
2451;beef;;cheese;garlic sauce;herb sauce;hot sauce;onions;;;;
2452;beef;;cheese;garlic sauce;herb sauce;chili powder;onions;;;;
2453;beef;;cheese;garlic sauce;tomatoes;fried eggplant;fried zuccihini;;;;
2454;beef;;cheese;garlic sauce;tomatoes;fried eggplant;fried potatoes;;;;
2455;beef;;cheese;garlic sauce;tomatoes;fried eggplant;hot sauce;;;;
2456;beef;;cheese;garlic sauce;tomatoes;fried eggplant;chili powder;;;;
2457;beef;;cheese;garlic sauce;tomatoes;fried eggplant;onions;;;;
2458;beef;;cheese;garlic sauce;tomatoes;fried zuccihini;fried potatoes;;;;
2459;beef;;cheese;garlic sauce;tomatoes;fried zuccihini;hot sauce;;;;
2460;beef;;cheese;garlic sauce;tomatoes;fried zuccihini;chili powder;;;;
2461;beef;;cheese;garlic sauce;tomatoes;fried zuccihini;onions;;;;
2462;beef;;cheese;garlic sauce;tomatoes;fried potatoes;hot sauce;;;;
2463;beef;;cheese;garlic sauce;tomatoes;fried potatoes;chili powder;;;;
2464;beef;;cheese;garlic sauce;tomatoes;fried potatoes;onions;;;;
2465;beef;;cheese;garlic sauce;tomatoes;hot sauce;chili powder;;;;
2466;beef;;cheese;garlic sauce;tomatoes;hot sauce;onions;;;;
2467;beef;;cheese;garlic sauce;tomatoes;chili powder;onions;;;;
2468;beef;;cheese;garlic sauce;fried eggplant;fried zuccihini;fried potatoes;;;;
2469;beef;;cheese;garlic sauce;fried eggplant;fried zuccihini;hot sauce;;;;
2470;beef;;cheese;garlic sauce;fried eggplant;fried zuccihini;chili powder;;;;
2471;beef;;cheese;garlic sauce;fried eggplant;fried zuccihini;onions;;;;
2472;beef;;cheese;garlic sauce;fried eggplant;fried potatoes;hot sauce;;;;
2473;beef;;cheese;garlic sauce;fried eggplant;fried potatoes;chili powder;;;;
2474;beef;;cheese;garlic sauce;fried eggplant;fried potatoes;onions;;;;
2475;beef;;cheese;garlic sauce;fried eggplant;hot sauce;chili powder;;;;
2476;beef;;cheese;garlic sauce;fried eggplant;hot sauce;onions;;;;
2477;beef;;cheese;garlic sauce;fried eggplant;chili powder;onions;;;;
2478;beef;;cheese;garlic sauce;fried zuccihini;fried potatoes;hot sauce;;;;
2479;beef;;cheese;garlic sauce;fried zuccihini;fried potatoes;chili powder;;;;
2480;beef;;cheese;garlic sauce;fried zuccihini;fried potatoes;onions;;;;
2481;beef;;cheese;garlic sauce;fried zuccihini;hot sauce;chili powder;;;;
2482;beef;;cheese;garlic sauce;fried zuccihini;hot sauce;onions;;;;
2483;beef;;cheese;garlic sauce;fried zuccihini;chili powder;onions;;;;
2484;beef;;cheese;garlic sauce;fried potatoes;hot sauce;chili powder;;;;
2485;beef;;cheese;garlic sauce;fried potatoes;hot sauce;onions;;;;
2486;beef;;cheese;garlic sauce;fried potatoes;chili powder;onions;;;;
2487;beef;;cheese;garlic sauce;hot sauce;chili powder;onions;;;;
2488;beef;;cheese;herb sauce;tomatoes;fried eggplant;fried zuccihini;;;;
2489;beef;;cheese;herb sauce;tomatoes;fried eggplant;fried potatoes;;;;
2490;beef;;cheese;herb sauce;tomatoes;fried eggplant;hot sauce;;;;
2491;beef;;cheese;herb sauce;tomatoes;fried eggplant;chili powder;;;;
2492;beef;;cheese;herb sauce;tomatoes;fried eggplant;onions;;;;
2493;beef;;cheese;herb sauce;tomatoes;fried zuccihini;fried potatoes;;;;
2494;beef;;cheese;herb sauce;tomatoes;fried zuccihini;hot sauce;;;;
2495;beef;;cheese;herb sauce;tomatoes;fried zuccihini;chili powder;;;;
2496;beef;;cheese;herb sauce;tomatoes;fried zuccihini;onions;;;;
2497;beef;;cheese;herb sauce;tomatoes;fried potatoes;hot sauce;;;;
2498;beef;;cheese;herb sauce;tomatoes;fried potatoes;chili powder;;;;
2499;beef;;cheese;herb sauce;tomatoes;fried potatoes;onions;;;;
2500;beef;;cheese;herb sauce;tomatoes;hot sauce;chili powder;;;;
2501;beef;;cheese;herb sauce;tomatoes;hot sauce;onions;;;;
2502;beef;;cheese;herb sauce;tomatoes;chili powder;onions;;;;
2503;beef;;cheese;herb sauce;fried eggplant;fried zuccihini;fried potatoes;;;;
2504;beef;;cheese;herb sauce;fried eggplant;fried zuccihini;hot sauce;;;;
2505;beef;;cheese;herb sauce;fried eggplant;fried zuccihini;chili powder;;;;
2506;beef;;cheese;herb sauce;fried eggplant;fried zuccihini;onions;;;;
2507;beef;;cheese;herb sauce;fried eggplant;fried potatoes;hot sauce;;;;
2508;beef;;cheese;herb sauce;fried eggplant;fried potatoes;chili powder;;;;
2509;beef;;cheese;herb sauce;fried eggplant;fried potatoes;onions;;;;
2510;beef;;cheese;herb sauce;fried eggplant;hot sauce;chili powder;;;;
2511;beef;;cheese;herb sauce;fried eggplant;hot sauce;onions;;;;
2512;beef;;cheese;herb sauce;fried eggplant;chili powder;onions;;;;
2513;beef;;cheese;herb sauce;fried zuccihini;fried potatoes;hot sauce;;;;
2514;beef;;cheese;herb sauce;fried zuccihini;fried potatoes;chili powder;;;;
2515;beef;;cheese;herb sauce;fried zuccihini;fried potatoes;onions;;;;
2516;beef;;cheese;herb sauce;fried zuccihini;hot sauce;chili powder;;;;
2517;beef;;cheese;herb sauce;fried zuccihini;hot sauce;onions;;;;
2518;beef;;cheese;herb sauce;fried zuccihini;chili powder;onions;;;;
2519;beef;;cheese;herb sauce;fried potatoes;hot sauce;chili powder;;;;
2520;beef;;cheese;herb sauce;fried potatoes;hot sauce;onions;;;;
2521;beef;;cheese;herb sauce;fried potatoes;chili powder;onions;;;;
2522;beef;;cheese;herb sauce;hot sauce;chili powder;onions;;;;
2523;beef;;cheese;tomatoes;fried eggplant;fried zuccihini;fried potatoes;;;;
2524;beef;;cheese;tomatoes;fried eggplant;fried zuccihini;hot sauce;;;;
2525;beef;;cheese;tomatoes;fried eggplant;fried zuccihini;chili powder;;;;
2526;beef;;cheese;tomatoes;fried eggplant;fried zuccihini;onions;;;;
2527;beef;;cheese;tomatoes;fried eggplant;fried potatoes;hot sauce;;;;
2528;beef;;cheese;tomatoes;fried eggplant;fried potatoes;chili powder;;;;
